cuda
(19376, 2304)
(6459, 2304)
Learning rate: 0.01
Batch size: 50
-------------------
0 tensor(1.9012, device='cuda:0', grad_fn=<DivBackward0>)
14 tensor(1.6416, device='cuda:0', grad_fn=<DivBackward0>)
15 tensor(1.6334, device='cuda:0', grad_fn=<DivBackward0>)
16 tensor(1.6258, device='cuda:0', grad_fn=<DivBackward0>)
17 tensor(1.6189, device='cuda:0', grad_fn=<DivBackward0>)
18 tensor(1.6124, device='cuda:0', grad_fn=<DivBackward0>)
19 tensor(1.6057, device='cuda:0', grad_fn=<DivBackward0>)
20 tensor(1.6004, device='cuda:0', grad_fn=<DivBackward0>)
21 tensor(1.5949, device='cuda:0', grad_fn=<DivBackward0>)
22 tensor(1.5896, device='cuda:0', grad_fn=<DivBackward0>)
23 tensor(1.5842, device='cuda:0', grad_fn=<DivBackward0>)
24 tensor(1.5794, device='cuda:0', grad_fn=<DivBackward0>)
25 tensor(1.5745, device='cuda:0', grad_fn=<DivBackward0>)
26 tensor(1.5691, device='cuda:0', grad_fn=<DivBackward0>)
27 tensor(1.5647, device='cuda:0', grad_fn=<DivBackward0>)
28 tensor(1.5601, device='cuda:0', grad_fn=<DivBackward0>)
29 tensor(1.5552, device='cuda:0', grad_fn=<DivBackward0>)
30 tensor(1.5508, device='cuda:0', grad_fn=<DivBackward0>)
31 tensor(1.5458, device='cuda:0', grad_fn=<DivBackward0>)
32 tensor(1.5411, device='cuda:0', grad_fn=<DivBackward0>)
33 tensor(1.5361, device='cuda:0', grad_fn=<DivBackward0>)
34 tensor(1.5316, device='cuda:0', grad_fn=<DivBackward0>)
35 tensor(1.5269, device='cuda:0', grad_fn=<DivBackward0>)
36 tensor(1.5221, device='cuda:0', grad_fn=<DivBackward0>)
37 tensor(1.5178, device='cuda:0', grad_fn=<DivBackward0>)
38 tensor(1.5129, device='cuda:0', grad_fn=<DivBackward0>)
39 tensor(1.5085, device='cuda:0', grad_fn=<DivBackward0>)
40 tensor(1.5038, device='cuda:0', grad_fn=<DivBackward0>)
41 tensor(1.4994, device='cuda:0', grad_fn=<DivBackward0>)
42 tensor(1.4949, device='cuda:0', grad_fn=<DivBackward0>)
43 tensor(1.4901, device='cuda:0', grad_fn=<DivBackward0>)
44 tensor(1.4854, device='cuda:0', grad_fn=<DivBackward0>)
45 tensor(1.4810, device='cuda:0', grad_fn=<DivBackward0>)
46 tensor(1.4768, device='cuda:0', grad_fn=<DivBackward0>)
47 tensor(1.4715, device='cuda:0', grad_fn=<DivBackward0>)
48 tensor(1.4673, device='cuda:0', grad_fn=<DivBackward0>)
49 tensor(1.4627, device='cuda:0', grad_fn=<DivBackward0>)
50 tensor(1.4583, device='cuda:0', grad_fn=<DivBackward0>)
51 tensor(1.4533, device='cuda:0', grad_fn=<DivBackward0>)
52 tensor(1.4491, device='cuda:0', grad_fn=<DivBackward0>)
53 tensor(1.4441, device='cuda:0', grad_fn=<DivBackward0>)
54 tensor(1.4401, device='cuda:0', grad_fn=<DivBackward0>)
55 tensor(1.4352, device='cuda:0', grad_fn=<DivBackward0>)
56 tensor(1.4301, device='cuda:0', grad_fn=<DivBackward0>)
57 tensor(1.4257, device='cuda:0', grad_fn=<DivBackward0>)
58 tensor(1.4210, device='cuda:0', grad_fn=<DivBackward0>)
59 tensor(1.4159, device='cuda:0', grad_fn=<DivBackward0>)
60 tensor(1.4110, device='cuda:0', grad_fn=<DivBackward0>)
61 tensor(1.4065, device='cuda:0', grad_fn=<DivBackward0>)
62 tensor(1.4021, device='cuda:0', grad_fn=<DivBackward0>)
63 tensor(1.3972, device='cuda:0', grad_fn=<DivBackward0>)
64 tensor(1.3929, device='cuda:0', grad_fn=<DivBackward0>)
65 tensor(1.3875, device='cuda:0', grad_fn=<DivBackward0>)
66 tensor(1.3833, device='cuda:0', grad_fn=<DivBackward0>)
67 tensor(1.3779, device='cuda:0', grad_fn=<DivBackward0>)
68 tensor(1.3734, device='cuda:0', grad_fn=<DivBackward0>)
69 tensor(1.3684, device='cuda:0', grad_fn=<DivBackward0>)
70 tensor(1.3632, device='cuda:0', grad_fn=<DivBackward0>)
71 tensor(1.3585, device='cuda:0', grad_fn=<DivBackward0>)
72 tensor(1.3535, device='cuda:0', grad_fn=<DivBackward0>)
73 tensor(1.3487, device='cuda:0', grad_fn=<DivBackward0>)
74 tensor(1.3442, device='cuda:0', grad_fn=<DivBackward0>)
75 tensor(1.3390, device='cuda:0', grad_fn=<DivBackward0>)
76 tensor(1.3338, device='cuda:0', grad_fn=<DivBackward0>)
77 tensor(1.3283, device='cuda:0', grad_fn=<DivBackward0>)
78 tensor(1.3236, device='cuda:0', grad_fn=<DivBackward0>)
79 tensor(1.3185, device='cuda:0', grad_fn=<DivBackward0>)
80 tensor(1.3133, device='cuda:0', grad_fn=<DivBackward0>)
81 tensor(1.3082, device='cuda:0', grad_fn=<DivBackward0>)
82 tensor(1.3029, device='cuda:0', grad_fn=<DivBackward0>)
83 tensor(1.2975, device='cuda:0', grad_fn=<DivBackward0>)
84 tensor(1.2924, device='cuda:0', grad_fn=<DivBackward0>)
85 tensor(1.2869, device='cuda:0', grad_fn=<DivBackward0>)
86 tensor(1.2819, device='cuda:0', grad_fn=<DivBackward0>)
87 tensor(1.2768, device='cuda:0', grad_fn=<DivBackward0>)
88 tensor(1.2717, device='cuda:0', grad_fn=<DivBackward0>)
89 tensor(1.2658, device='cuda:0', grad_fn=<DivBackward0>)
90 tensor(1.2605, device='cuda:0', grad_fn=<DivBackward0>)
91 tensor(1.2561, device='cuda:0', grad_fn=<DivBackward0>)
92 tensor(1.2502, device='cuda:0', grad_fn=<DivBackward0>)
93 tensor(1.2445, device='cuda:0', grad_fn=<DivBackward0>)
94 tensor(1.2384, device='cuda:0', grad_fn=<DivBackward0>)
95 tensor(1.2337, device='cuda:0', grad_fn=<DivBackward0>)
96 tensor(1.2281, device='cuda:0', grad_fn=<DivBackward0>)
97 tensor(1.2233, device='cuda:0', grad_fn=<DivBackward0>)
98 tensor(1.2172, device='cuda:0', grad_fn=<DivBackward0>)
99 tensor(1.2117, device='cuda:0', grad_fn=<DivBackward0>)
Train f-1: 48.61664699214336
Test f-1: 30.61567613698682
